subject_id,subject_label,predicate_id,object_id,object_label,mapping_justification
http://www.w3.org/ns/prov#Bundle,Bundle,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000031,generically dependent continuant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Bundle,Bundle,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.commoncoreontologies.org/ont00000958,Information Content Entity,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Dictionary,Dictionary,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000031,generically dependent continuant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Dictionary,Dictionary,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.commoncoreontologies.org/ont00000958,Information Content Entity,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#DictionaryInvolvement,,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000003,occurrent,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#End,End,http://www.w3.org/2002/07/owl#equivalentClass,https://www.commoncoreontologies.org/ont00000083,Process Ending,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#KeyEntityPair,Key-Entity Pair,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000031,generically dependent continuant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#KeyEntityPair,Key-Entity Pair,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.commoncoreontologies.org/ont00000958,Information Content Entity,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Plan,Plan,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000031,generically dependent continuant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Plan,Plan,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.commoncoreontologies.org/ont00000958,Information Content Entity,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Role,Role,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000023,role,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Start,Start,http://www.w3.org/2002/07/owl#equivalentClass,https://www.commoncoreontologies.org/ont00000197,Process Beginning,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#activity,activity,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002501,causal relation between processes,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#agent,agent,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001833,has agent,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#alternateOf,alternateOf,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002559,causally influenced by,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#asInBundle,asInBundle,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001801,is subject of,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#generated,generated,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#generated,generated,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#generated,generated,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#generated,generated,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001986,has output,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadActivity,hadActivity,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002501,causal relation between processes,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadDictionaryMember,hadDictionaryMember,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000178,has continuant part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadGeneration,hadGeneration,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000121,has temporal part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadGeneration,hadGeneration,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002501,causal relation between processes,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadMember,hadMember,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000178,has continuant part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadMember,hadMember,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002351,has member,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadUsage,hadUsage,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000121,has temporal part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadUsage,hadUsage,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002501,causal relation between processes,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#has_anchor,has_anchor,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001801,is subject of,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#has_provenance,has_provenance,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001801,is subject of,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#influenced,influenced,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002410,causally related to,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#influencer,influencer,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002410,causally related to,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#invalidated,invalidated,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#invalidated,invalidated,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#invalidated,invalidated,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#invalidated,invalidated,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001834,affects,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#pairEntity,pairKey,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001808,is about,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#pairKey,pairKey,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001808,is about,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedAssociation,qualifiedAssociation,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002501,causal relation between processes,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedAssociation,qualifiedAssociation,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001777,has process part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedAttribution,qualifiedAttribution,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001886,is affected by,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedCommunication,qualifiedCommunication,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002501,causal relation between processes,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedDelegation,qualifiedDelegation,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001787,agent in,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedDerivation,qualifiedDerivation,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001816,is output of,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedEnd,qualifiedEnd,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000121,has temporal part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedInfluence,qualifiedInfluence,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002410,causally related to,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedPrimarySource,qualifiedPrimarySource,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001816,is output of,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedQuotation,qualifiedQuotation,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001816,is output of,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedRevision,qualifiedRevision,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001886,is affected by,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedStart,qualifiedStart,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000121,has temporal part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedStart,qualifiedStart,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002501,causal relation between processes,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedUsage,qualifiedUsage,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000121,has temporal part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#used,used,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#used,used,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#used,used,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#used,used,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001834,affects,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasAssociatedWith,wasAssociatedWith,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasAssociatedWith,wasAssociatedWith,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasAssociatedWith,wasAssociatedWith,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasAssociatedWith,wasAssociatedWith,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001833,has agent,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasAttributedTo,wasAttributedTo,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002559,causally influenced by,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasDerivedFrom,wasDerivedFrom,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002559,causally influenced by,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasEndedBy,wasEndedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasEndedBy,wasEndedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasEndedBy,wasEndedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasGeneratedBy,wasGeneratedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000056,participates in,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasGeneratedBy,wasGeneratedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000056,participates in,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasGeneratedBy,wasGeneratedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001816,is output of,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasInfluencedBy,wasInfluencedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002410,causally related to,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasInformedBy,wasInformedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0002501,causal relation between processes,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasInvalidatedBy,wasInvalidatedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000056,participates in,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasInvalidatedBy,wasInvalidatedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000056,participates in,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasInvalidatedBy,wasInvalidatedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,https://www.commoncoreontologies.org/ont00001886,is affected by,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasStartedBy,wasStartedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasStartedBy,wasStartedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasStartedBy,wasStartedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/RO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
